iter	Passed	Remaining
450	714	869
451	716	868
452	718	867
453	719	865
454	720	862
455	721	860
456	723	859
457	724	857
458	726	856
459	727	854
460	729	853
461	731	852
462	733	850
463	735	849
464	736	847
465	738	846
466	739	844
467	741	843
468	743	841
469	745	840
470	746	838
471	747	836
472	749	834
473	750	833
474	751	831
475	754	830
476	756	829
477	758	827
478	760	826
479	761	824
480	762	822
481	764	821
482	766	820
483	768	819
484	770	817
485	771	816
486	773	815
487	775	814
488	777	812
489	778	810
490	780	809
491	781	807
492	783	805
493	784	803
494	786	802
495	788	801
496	789	799
497	791	798
498	793	796
499	795	795
500	797	793
501	798	791
502	800	790
503	802	789
504	803	787
505	805	786
506	807	785
507	809	784
508	811	782
509	812	781
510	814	779
511	816	778
512	817	776
513	819	774
514	821	773
515	823	772
516	825	771
517	827	770
518	829	768
519	831	767
520	833	766
521	835	764
522	837	763
523	839	762
524	841	760
525	843	759
526	844	758
527	845	756
528	848	755
529	850	753
530	851	752
531	853	751
532	855	749
533	857	748
534	859	747
535	861	745
536	863	744
537	865	743
538	867	742
539	869	740
540	871	739
541	873	738
542	875	737
543	877	735
544	879	734
545	880	732
546	882	731
547	884	729
548	886	727
549	888	726
550	890	725
551	892	724
552	894	722
553	896	721
554	898	720
555	900	718
556	901	717
557	903	715
558	905	714
559	907	713
560	909	711
561	911	710
562	913	708
563	915	707
564	917	706
565	919	704
566	921	703
567	922	701
568	924	700
569	926	698
570	928	697
571	930	696
572	931	694
573	933	693
574	935	691
575	937	690
576	939	688
577	942	687
578	944	686
579	945	685
580	947	683
581	949	681
582	951	680
583	953	679
584	955	677
585	957	676
586	959	674
587	961	673
588	962	671
589	964	670
590	966	668
591	968	667
592	970	666
593	972	664
594	974	663
595	975	661
596	978	660
597	979	658
598	981	657
599	983	655
600	985	654
601	987	652
602	989	651
603	991	650
604	993	648
605	995	647
606	997	645
607	999	644
608	1001	643
609	1003	641
610	1005	640
611	1007	638
612	1009	637
613	1011	636
614	1013	634
615	1016	633
616	1017	631
617	1020	630
618	1022	629
619	1024	627
620	1026	626
621	1027	624
622	1029	623
623	1031	621
624	1033	620
625	1035	618
626	1037	617
627	1039	615
628	1041	614
629	1043	612
630	1045	611
631	1047	609
632	1049	608
633	1051	606
634	1052	605
635	1054	603
636	1056	601
637	1057	600
638	1059	598
639	1061	597
640	1063	595
641	1065	593
642	1067	592
643	1069	590
644	1070	589
645	1072	587
646	1074	586
647	1076	584
648	1078	583
649	1080	581
650	1082	580
651	1084	578
652	1086	577
653	1089	576
654	1091	574
655	1093	573
656	1095	571
657	1097	570
658	1098	568
659	1100	567
660	1102	565
661	1104	563
662	1106	562
663	1108	560
664	1110	559
665	1112	557
666	1114	556
667	1115	554
668	1118	553
669	1119	551
670	1121	550
671	1123	548
672	1125	546
673	1127	545
674	1128	543
675	1130	542
676	1132	540
677	1134	538
678	1136	537
679	1137	535
680	1139	533
681	1141	532
682	1143	530
683	1145	529
684	1147	527
685	1149	526
686	1151	524
687	1153	523
688	1155	521
689	1157	520
690	1159	518
691	1160	516
692	1162	515
693	1164	513
694	1166	511
695	1168	510
696	1170	508
697	1172	507
698	1174	505
699	1176	504
700	1178	502
701	1179	500
702	1181	499
703	1183	497
704	1185	495
705	1187	494
706	1188	492
707	1190	491
708	1192	489
709	1194	487
710	1196	486
711	1197	484
712	1199	482
713	1201	481
714	1203	479
715	1205	477
716	1206	476
717	1208	474
718	1210	473
719	1212	471
720	1214	469
721	1216	468
722	1217	466
723	1219	465
724	1221	463
725	1223	461
726	1225	460
727	1227	458
728	1228	456
729	1230	455
730	1232	453
731	1233	451
732	1235	450
733	1237	448
734	1238	446
735	1240	444
736	1242	443
737	1243	441
738	1245	439
739	1247	438
740	1249	436
741	1250	434
742	1252	433
743	1254	431
744	1256	429
745	1258	428
746	1259	426
747	1261	425
748	1263	423
749	1265	421
750	1267	420
751	1268	418
752	1270	416
753	1272	415
754	1274	413
755	1275	411
756	1277	410
757	1279	408
758	1281	406
759	1283	405
760	1285	403
761	1287	402
762	1289	400
763	1294	399
764	1296	398
765	1298	396
766	1300	394
767	1301	393
768	1303	391
769	1305	389
770	1307	388
771	1309	386
772	1311	385
773	1312	383
774	1314	381
775	1316	380
776	1318	378
777	1320	376
778	1322	375
779	1323	373
780	1325	371
781	1327	370
782	1329	368
783	1331	366
784	1333	365
785	1335	363
786	1337	362
787	1339	360
788	1341	358
789	1343	357
790	1345	355
791	1347	353
792	1349	352
793	1351	350
794	1352	348
795	1354	347
796	1356	345
797	1357	343
798	1359	342
799	1361	340
800	1363	338
801	1364	336
802	1366	335
803	1368	333
804	1370	331
805	1372	330
806	1374	328
807	1376	326
808	1377	325
809	1379	323
810	1381	321
811	1382	320
812	1384	318
813	1386	316
814	1387	315
815	1389	313
816	1391	311
817	1393	309
818	1394	308
819	1396	306
820	1398	304
821	1399	303
822	1401	301
823	1402	299
824	1404	297
825	1406	296
826	1408	294
827	1410	292
828	1411	291
829	1413	289
830	1414	287
831	1416	286
832	1418	284
833	1419	282
834	1421	280
835	1423	279
836	1424	277
837	1426	275
838	1428	274
839	1430	272
840	1431	270
841	1433	268
842	1435	267
843	1436	265
844	1438	263
845	1440	262
846	1441	260
847	1443	258
848	1445	257
849	1446	255
850	1448	253
851	1450	251
852	1451	250
853	1453	248
854	1455	246
855	1456	245
856	1458	243
857	1460	241
858	1462	239
859	1463	238
860	1465	236
861	1467	234
862	1468	233
863	1470	231
864	1472	229
865	1473	228
866	1475	226
867	1477	224
868	1479	223
869	1480	221
870	1482	219
871	1484	217
872	1485	216
873	1487	214
874	1489	212
875	1491	211
876	1493	209
877	1495	207
878	1496	206
879	1498	204
880	1500	202
881	1501	200
882	1503	199
883	1505	197
884	1506	195
885	1508	194
886	1510	192
887	1511	190
888	1513	188
889	1515	187
890	1516	185
891	1518	183
892	1520	182
893	1521	180
894	1523	178
895	1524	177
896	1526	175
897	1528	173
898	1530	171
899	1531	170
900	1533	168
901	1535	166
902	1537	165
903	1538	163
904	1540	161
905	1541	159
906	1543	158
907	1545	156
908	1546	154
909	1548	153
910	1550	151
911	1551	149
912	1553	148
913	1555	146
914	1557	144
915	1558	142
916	1560	141
917	1562	139
918	1564	137
919	1565	136
920	1567	134
921	1569	132
922	1570	131
923	1572	129
924	1574	127
925	1576	125
926	1577	124
927	1579	122
928	1581	120
929	1582	119
930	1584	117
931	1586	115
932	1588	114
933	1589	112
934	1591	110
935	1593	108
936	1594	107
937	1596	105
938	1598	103
939	1599	102
940	1601	100
941	1603	98
942	1605	97
943	1606	95
944	1608	93
945	1610	91
946	1612	90
947	1613	88
948	1615	86
949	1616	85
950	1618	83
951	1620	81
952	1621	79
953	1623	78
954	1625	76
955	1626	74
956	1628	73
957	1630	71
958	1631	69
959	1633	68
960	1635	66
961	1637	64
962	1638	62
963	1640	61
964	1642	59
965	1643	57
966	1645	56
967	1647	54
968	1648	52
969	1650	51
970	1652	49
971	1653	47
972	1655	45
973	1657	44
974	1658	42
975	1660	40
976	1662	39
977	1663	37
978	1665	35
979	1666	34
980	1668	32
981	1670	30
982	1671	28
983	1674	27
984	1676	25
985	1678	23
986	1679	22
987	1681	20
988	1683	18
989	1685	17
990	1686	15
991	1688	13
992	1690	11
993	1691	10
994	1693	8
995	1695	6
996	1697	5
997	1698	3
998	1700	1
999	1702	0
